order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,region,product_id,category,sub_category,product_name,sales,quantity,profit,order_priority
CA-2011-107398,25-08-11,30-08-11,Standard Class,Brendan Sweed,Corporate,Ohio,United States,East,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,3,3,-2.2896,Medium
US-2011-115413,26-08-11,01-09-11,Standard Class,Paul Prost,Home Office,Delaware,United States,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,150,3,52.4895,Medium
CA-2011-123260,26-08-11,30-08-11,Standard Class,Frank Merwin,Home Office,California,United States,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,177,8,22.984,Medium
CA-2011-103331,26-08-11,01-09-11,Standard Class,Karl Braun,Consumer,Delaware,United States,East,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,11,4,4.0584,Medium
US-2011-115413,26-08-11,01-09-11,Standard Class,Paul Prost,Home Office,Delaware,United States,East,OFF-AR-10003770,Office Supplies,Art,Newell 340,9,3,2.5056,Medium
CA-2011-103331,26-08-11,01-09-11,Standard Class,Karl Braun,Consumer,Delaware,United States,East,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17,3,8.4966,Medium
CA-2011-103331,26-08-11,01-09-11,Standard Class,Karl Braun,Consumer,Delaware,United States,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,3,1,1.5548,Medium
CA-2011-124688,27-08-11,29-08-11,First Class,Corey Catlett,Corporate,Virginia,United States,South,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,"1,203",3,300.735,Critical
CA-2011-124688,27-08-11,29-08-11,First Class,Corey Catlett,Corporate,Virginia,United States,South,TEC-PH-10000455,Technology,Phones,GE 30522EE2,580,5,168.1855,Critical
CA-2011-143336,27-08-11,01-09-11,Second Class,Zuschuss Donatelli,Consumer,California,United States,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213,3,16.011,High
CA-2011-124688,27-08-11,29-08-11,First Class,Corey Catlett,Corporate,Virginia,United States,South,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",29,4,12.5216,Critical
CA-2011-143336,27-08-11,01-09-11,Second Class,Zuschuss Donatelli,Consumer,California,United States,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",23,4,7.384,High
CA-2011-143336,27-08-11,01-09-11,Second Class,Zuschuss Donatelli,Consumer,California,United States,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,9,2,2.4824,High
CA-2011-101266,27-08-11,30-08-11,Second Class,Michael Moore,Consumer,Virginia,United States,South,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13,2,6.4128,Medium
CA-2011-169775,29-08-11,02-09-11,Second Class,Ryan Akin,Consumer,Florida,United States,South,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,505,4,-336.784,Medium
CA-2011-169775,29-08-11,02-09-11,Second Class,Ryan Akin,Consumer,Florida,United States,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,174,3,-110.7645,Medium
CA-2011-135699,29-08-11,29-08-11,Same Day,Hilary Holden,Corporate,California,United States,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,110,2,53.8608,Medium
CA-2011-169775,29-08-11,02-09-11,Second Class,Ryan Akin,Consumer,Florida,United States,South,OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,30,2,10.8054,Medium
CA-2011-135699,29-08-11,29-08-11,Same Day,Hilary Holden,Corporate,California,United States,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,13,2,6.4128,Medium
CA-2011-146500,30-08-11,04-09-11,Standard Class,Annie Thurman,Consumer,Connecticut,United States,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,96,3,9.594,Medium
CA-2011-146500,30-08-11,04-09-11,Standard Class,Annie Thurman,Consumer,Connecticut,United States,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25,5,11.891,Medium
CA-2011-143385,31-08-11,05-09-11,Standard Class,Shirley Jackson,Consumer,New Mexico,United States,West,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,93,9,18.504,Medium
CA-2011-109855,01-09-11,05-09-11,Standard Class,Lena Hernandez,Consumer,New York,United States,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,357,3,57.12,High
CA-2011-165428,01-09-11,04-09-11,First Class,Jack Lebron,Consumer,Texas,United States,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31,6,10.8864,High
CA-2011-109855,01-09-11,05-09-11,Standard Class,Lena Hernandez,Consumer,New York,United States,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,24,2,8.3104,High
CA-2011-126522,01-09-11,05-09-11,Second Class,Larry Tron,Consumer,California,United States,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",54,3,15.6426,High
CA-2011-165428,01-09-11,04-09-11,First Class,Jack Lebron,Consumer,Texas,United States,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,4,3,-6.0192,High
CA-2011-152268,02-09-11,07-09-11,Standard Class,Sanjit Chand,Consumer,Arkansas,United States,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,"1,794",2,843.1706,Medium
CA-2011-106971,02-09-11,08-09-11,Standard Class,Bryan Mills,Consumer,Illinois,United States,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,476,7,95.1888,Medium
CA-2011-158281,02-09-11,07-09-11,Standard Class,Andy Gerbode,Corporate,Texas,United States,Central,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,560,3,-121.2705,Medium
US-2011-138828,02-09-11,03-09-11,First Class,Katherine Ducich,Consumer,New York,United States,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,58,5,16.17,Critical
CA-2011-151792,02-09-11,07-09-11,Second Class,Christina VanderZanden,Consumer,Illinois,United States,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,240,3,53.9946,Medium
CA-2011-157721,02-09-11,05-09-11,First Class,Justin MacKendrick,Consumer,New York,United States,East,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",71,1,4.9497,High
US-2011-138828,02-09-11,03-09-11,First Class,Katherine Ducich,Consumer,New York,United States,East,OFF-PA-10000349,Office Supplies,Paper,Staples,15,3,7.0218,Critical
CA-2011-127936,02-09-11,04-09-11,First Class,Clay Ludtke,Consumer,New York,United States,East,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21,3,8.0712,High
CA-2011-157721,02-09-11,05-09-11,First Class,Justin MacKendrick,Consumer,New York,United States,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",20,1,8.955,High
CA-2011-125171,03-09-11,03-09-11,Same Day,Allen Goldenen,Consumer,New York,United States,East,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14,5,7.056,Critical
US-2011-120236,03-09-11,04-09-11,First Class,Mathew Reese,Home Office,Texas,United States,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,8,5,-11.52,High
CA-2011-106572,05-09-11,10-09-11,Standard Class,Nora Preis,Consumer,Ohio,United States,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264,2,19.824,Medium
CA-2011-136861,05-09-11,07-09-11,First Class,Patrick Ryan,Consumer,Florida,United States,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,32,2,1.999,Critical
CA-2011-130449,06-09-11,09-09-11,First Class,Victoria Pisteka,Corporate,California,United States,West,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",42,6,12.1452,Medium
CA-2011-130449,06-09-11,09-09-11,First Class,Victoria Pisteka,Corporate,California,United States,West,OFF-LA-10001934,Office Supplies,Labels,Avery 516,58,8,27.4856,Medium
CA-2011-131002,07-09-11,12-09-11,Second Class,Tom Boeckenhauer,Consumer,Oklahoma,United States,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",822,6,213.6888,High
CA-2011-122882,07-09-11,13-09-11,Standard Class,Sean Braxton,Corporate,Pennsylvania,United States,East,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,400,4,-559.356,Medium
CA-2011-126193,07-09-11,14-09-11,Standard Class,Shahid Shariari,Consumer,Illinois,United States,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,305,5,-533.7325,Low
CA-2011-117765,07-09-11,13-09-11,Standard Class,Rick Bensley,Home Office,Oklahoma,United States,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,430,5,111.774,Medium
CA-2011-105165,07-09-11,10-09-11,First Class,Sam Zeldin,Home Office,Texas,United States,Central,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,197,3,14.7582,Medium
CA-2011-105165,07-09-11,10-09-11,First Class,Sam Zeldin,Home Office,Texas,United States,Central,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",201,1,-22.948,Medium
CA-2011-131002,07-09-11,12-09-11,Second Class,Tom Boeckenhauer,Consumer,Oklahoma,United States,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,105,3,28.3095,High
CA-2011-117765,07-09-11,13-09-11,Standard Class,Rick Bensley,Home Office,Oklahoma,United States,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",162,2,45.3488,Medium
CA-2011-100006,07-09-11,13-09-11,Standard Class,Dennis Kane,Consumer,New York,United States,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,378,3,109.6113,Medium
CA-2011-131002,07-09-11,12-09-11,Second Class,Tom Boeckenhauer,Consumer,Oklahoma,United States,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",43,3,20.1207,High
CA-2011-131002,07-09-11,12-09-11,Second Class,Tom Boeckenhauer,Consumer,Oklahoma,United States,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",58,3,23.6529,High
CA-2011-109918,07-09-11,12-09-11,Second Class,Lisa Ryan,Corporate,California,United States,West,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,84,5,31.47,Medium
CA-2011-122882,07-09-11,13-09-11,Standard Class,Sean Braxton,Corporate,Pennsylvania,United States,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42,2,8.4736,Medium
CA-2011-117765,07-09-11,13-09-11,Standard Class,Rick Bensley,Home Office,Oklahoma,United States,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32,2,15.3888,Medium
CA-2011-105165,07-09-11,10-09-11,First Class,Sam Zeldin,Home Office,Texas,United States,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,47,4,-2.918,Medium
CA-2011-122882,07-09-11,13-09-11,Standard Class,Sean Braxton,Corporate,Pennsylvania,United States,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32,3,4.3176,Medium
CA-2011-122882,07-09-11,13-09-11,Standard Class,Sean Braxton,Corporate,Pennsylvania,United States,East,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",65,1,-14.5764,Medium
CA-2011-109918,07-09-11,12-09-11,Second Class,Lisa Ryan,Corporate,California,United States,West,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27,4,7.3872,Medium
CA-2011-126193,07-09-11,14-09-11,Standard Class,Shahid Shariari,Consumer,Illinois,United States,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,13,5,4.1125,Low
CA-2011-131002,07-09-11,12-09-11,Second Class,Tom Boeckenhauer,Consumer,Oklahoma,United States,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,13,2,6.2208,High
CA-2011-117765,07-09-11,13-09-11,Standard Class,Rick Bensley,Home Office,Oklahoma,United States,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,20,2,5.7594,Medium
CA-2011-105165,07-09-11,10-09-11,First Class,Sam Zeldin,Home Office,Texas,United States,Central,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,22,3,3.5529,Medium
CA-2011-109918,07-09-11,12-09-11,Second Class,Lisa Ryan,Corporate,California,United States,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",21,2,9.6632,Medium
CA-2011-105165,07-09-11,10-09-11,First Class,Sam Zeldin,Home Office,Texas,United States,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",3,2,-4.818,Medium
CA-2011-126193,07-09-11,14-09-11,Standard Class,Shahid Shariari,Consumer,Illinois,United States,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,4,3,-6.5076,Low
CA-2011-139892,08-09-11,12-09-11,Standard Class,Becky Martin,Consumer,Texas,United States,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,"8,160",8,-1359.992,Medium
CA-2011-107818,08-09-11,14-09-11,Standard Class,Marc Crier,Consumer,Washington,United States,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",976,5,121.99,Low
CA-2011-139892,08-09-11,12-09-11,Standard Class,Becky Martin,Consumer,Texas,United States,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,"1,740",9,-24.858,Medium
CA-2011-107818,08-09-11,14-09-11,Standard Class,Marc Crier,Consumer,Washington,United States,West,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",304,8,91.152,Low
CA-2011-107818,08-09-11,14-09-11,Standard Class,Marc Crier,Consumer,Washington,United States,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,486,6,19.4352,Low
CA-2011-146283,08-09-11,15-09-11,Standard Class,Kean Takahito,Consumer,Texas,United States,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,967,5,-13.81,Medium
CA-2011-128839,08-09-11,13-09-11,Standard Class,Ted Trevino,Consumer,Virginia,United States,South,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",210,3,90.2871,High
CA-2011-139892,08-09-11,12-09-11,Standard Class,Becky Martin,Consumer,Texas,United States,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,276,3,-58.6347,Medium
CA-2011-139892,08-09-11,12-09-11,Standard Class,Becky Martin,Consumer,Texas,United States,Central,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,178,5,-453.849,Medium
CA-2011-163293,08-09-11,11-09-11,First Class,Karen Carlisle,Corporate,Georgia,United States,South,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",84,4,30.1968,Medium
CA-2011-146283,08-09-11,15-09-11,Standard Class,Kean Takahito,Consumer,Texas,United States,Central,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",182,6,61.4628,Medium
CA-2011-139892,08-09-11,12-09-11,Standard Class,Becky Martin,Consumer,Texas,United States,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,144,3,8.9985,Medium
CA-2011-146815,08-09-11,13-09-11,Standard Class,Paul Prost,Home Office,New York,United States,East,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,173,2,13.4372,Medium
US-2011-115987,08-09-11,13-09-11,Second Class,Lisa Hazard,Consumer,Texas,United States,Central,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,51,4,-79.3352,Medium
CA-2011-168592,08-09-11,14-09-11,Standard Class,Dennis Pardue,Home Office,California,United States,West,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",57,5,24.3595,Medium
CA-2011-128839,08-09-11,13-09-11,Standard Class,Ted Trevino,Consumer,Virginia,United States,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45,9,21.6,High
CA-2011-132500,08-09-11,12-09-11,Standard Class,Gary Zandusky,Consumer,California,United States,West,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,50,2,8.4966,Medium
CA-2011-146283,08-09-11,15-09-11,Standard Class,Kean Takahito,Consumer,Texas,United States,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",18,2,6.2664,Medium
CA-2011-123127,08-09-11,12-09-11,Standard Class,Stefania Perrino,Corporate,New York,United States,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,17,2,4.195,High
CA-2011-139892,08-09-11,12-09-11,Standard Class,Becky Martin,Consumer,Texas,United States,Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,32,6,6.8136,Medium
CA-2011-168592,08-09-11,14-09-11,Standard Class,Dennis Pardue,Home Office,California,United States,West,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,15,1,4.1916,Medium
CA-2011-163293,08-09-11,11-09-11,First Class,Karen Carlisle,Corporate,Georgia,United States,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,33,3,12.8583,Medium
CA-2011-107818,08-09-11,14-09-11,Standard Class,Marc Crier,Consumer,Washington,United States,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,6,2,2.646,Low
CA-2011-139892,08-09-11,12-09-11,Standard Class,Becky Martin,Consumer,Texas,United States,Central,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,10,3,2.7324,Medium
CA-2011-140032,08-09-11,13-09-11,Standard Class,Toby Swindell,Consumer,California,United States,West,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",9,2,3.0128,Medium
CA-2011-146815,08-09-11,13-09-11,Standard Class,Paul Prost,Home Office,New York,United States,East,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,4,2,1.6896,Medium
CA-2011-168592,08-09-11,14-09-11,Standard Class,Dennis Pardue,Home Office,California,United States,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4,2,1.9698,Medium
US-2011-115196,09-09-11,13-09-11,Standard Class,Daniel Lacy,Consumer,North Carolina,United States,South,TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White","1,300",2,-571.9956,High
CA-2011-126403,09-09-11,12-09-11,Second Class,Rick Reed,Corporate,Massachusetts,United States,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,786,6,212.1876,High
CA-2011-126403,09-09-11,12-09-11,Second Class,Rick Reed,Corporate,Massachusetts,United States,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,"1,326",5,238.653,High
CA-2011-126403,09-09-11,12-09-11,Second Class,Rick Reed,Corporate,Massachusetts,United States,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166,3,79.8912,High
US-2011-131870,09-09-11,11-09-11,First Class,Nicole Fjeld,Home Office,Ohio,United States,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,61,6,12.8928,High
CA-2011-102869,09-09-11,14-09-11,Second Class,Logan Currie,Consumer,Pennsylvania,United States,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,136,1,-31.6204,Medium
US-2011-131870,09-09-11,11-09-11,First Class,Nicole Fjeld,Home Office,Ohio,United States,East,OFF-AR-10000634,Office Supplies,Art,Newell 320,31,9,2.6964,High
CA-2011-144407,09-09-11,15-09-11,Standard Class,Maribeth Schnelling,Consumer,Michigan,United States,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,104,7,51.8,Medium
CA-2011-102869,09-09-11,14-09-11,Second Class,Logan Currie,Consumer,Pennsylvania,United States,East,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,65,6,-4.8528,Medium
CA-2011-126403,09-09-11,12-09-11,Second Class,Rick Reed,Corporate,Massachusetts,United States,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26,2,12.838,High
CA-2011-102869,09-09-11,14-09-11,Second Class,Logan Currie,Consumer,Pennsylvania,United States,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",17,3,5.0232,Medium
CA-2011-103527,09-09-11,14-09-11,Second Class,Chris Cortes,Consumer,Illinois,United States,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",11,3,3.405,High
CA-2011-102869,09-09-11,14-09-11,Second Class,Logan Currie,Consumer,Pennsylvania,United States,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,16,3,5.4432,Medium
CA-2011-125731,10-09-11,16-09-11,Standard Class,Clay Ludtke,Consumer,Oregon,United States,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,"1,487",5,148.704,Medium
CA-2011-113383,10-09-11,13-09-11,First Class,Sandra Flanagan,Consumer,New Jersey,United States,East,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",255,5,76.47,High
CA-2011-113383,10-09-11,13-09-11,First Class,Sandra Flanagan,Consumer,New Jersey,United States,East,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,82,4,22.1184,High
CA-2011-125731,10-09-11,16-09-11,Standard Class,Clay Ludtke,Consumer,Oregon,United States,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,22,7,7.6048,Medium
US-2011-138835,10-09-11,14-09-11,Standard Class,Dianna Arnett,Home Office,Virginia,United States,South,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,10,2,4.7236,High
CA-2011-112837,11-09-11,16-09-11,Standard Class,Liz Willingham,Consumer,California,United States,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",128,3,21.7515,Medium
CA-2011-116246,12-09-11,17-09-11,Second Class,Luke Weiss,Consumer,New York,United States,East,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,"3,785",6,420.588,Medium
US-2011-119081,12-09-11,19-09-11,Standard Class,Tom Ashbrook,Home Office,Kansas,United States,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,332,2,149.382,Medium
US-2011-119081,12-09-11,19-09-11,Standard Class,Tom Ashbrook,Home Office,Kansas,United States,Central,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,358,3,7.1586,Medium
CA-2011-138527,12-09-11,17-09-11,Standard Class,Brad Norvell,Corporate,North Carolina,United States,South,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,167,5,18.7695,Medium
CA-2011-103702,12-09-11,17-09-11,Standard Class,Art Foster,Consumer,Ohio,United States,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",64,7,-46.8776,Medium
CA-2011-101476,12-09-11,13-09-11,First Class,Shirley Daniels,Home Office,New York,United States,East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",70,1,30.0957,High
US-2011-119081,12-09-11,19-09-11,Standard Class,Tom Ashbrook,Home Office,Kansas,United States,Central,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57,5,10.906,Medium
US-2011-119081,12-09-11,19-09-11,Standard Class,Tom Ashbrook,Home Office,Kansas,United States,Central,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",41,2,12.9792,Medium
CA-2011-138527,12-09-11,17-09-11,Standard Class,Brad Norvell,Corporate,North Carolina,United States,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10,2,3.6288,Medium
CA-2011-138527,12-09-11,17-09-11,Standard Class,Brad Norvell,Corporate,North Carolina,United States,South,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15,1,2.2824,Medium
US-2011-150924,12-09-11,16-09-11,Second Class,Pete Takahito,Consumer,Texas,United States,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5,5,-8.029,Medium
CA-2011-132962,13-09-11,16-09-11,First Class,Jessica Myrick,Consumer,Pennsylvania,United States,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252,5,53.55,High
CA-2011-142769,13-09-11,13-09-11,Same Day,Resi Pölking,Consumer,Washington,United States,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,118,2,20.06,High
CA-2011-142769,13-09-11,13-09-11,Same Day,Resi Pölking,Consumer,Washington,United States,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,145,4,60.8832,High
CA-2011-142769,13-09-11,13-09-11,Same Day,Resi Pölking,Consumer,Washington,United States,West,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,200,2,75.9924,High
CA-2011-113859,13-09-11,17-09-11,Standard Class,Becky Castell,Home Office,Texas,United States,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",340,6,-9.7176,High
CA-2011-140039,13-09-11,17-09-11,Standard Class,Odella Nelson,Corporate,Arizona,United States,West,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,79,5,5.955,High
CA-2011-142769,13-09-11,13-09-11,Same Day,Resi Pölking,Consumer,Washington,United States,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,49,1,24.47,High
CA-2011-142769,13-09-11,13-09-11,Same Day,Resi Pölking,Consumer,Washington,United States,West,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",23,2,9.7438,High
CA-2011-142769,13-09-11,13-09-11,Same Day,Resi Pölking,Consumer,Washington,United States,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,14,3,5.5341,High
